Post link,Post Content,User ID,User Nickname,User ID,Posted Date,Posted time,Reposts Count,Comments Count,Likes Count,Commenter ID,Commenter Nickname,Comment Nickname,Commented Date,Commented Time,Comment Content
 , , , , , , , , , ,7414466018,ELLA小主1798,f,2020/05/11,11:05:38,我油管上关注他的。他住在广西南宁，说话一直很客观
 , , , , , , , , , ,5984789523,ColorfuL凉山,m,2020/05/11,11:02:44,甩锅不是掩饰无能，而是展示无能
 , , , , , , , , , ,2477682737,布拉格不说话,f,2020/05/11,11:01:23,在我西大门口咩
 , , , , , , , , , ,5660375488,Rikoucyou,m,2020/05/11,10:57:17,医学院的学生还没搞医学吧？
 , , , , , , , , , ,7334286567,芙蓉花200210,f,2020/05/11,10:56:40,明白人
 , , , , , , , , , ,2509807360,zonghy是烧饼P,m,2020/05/11,10:56:39,也就得亏真的没有T病毒这玩意
 , , , , , , , , , ,1610975593,dear_Alisamo,f,2020/05/11,10:50:36,这算了说了公道话的
 , , , , , , , , , ,2099182034,woshiliumang,m,2020/05/11,10:46:32,有个思路清晰的人
 , , , , , , , , , ,2209062057,骆驼没有刺,m,2020/05/11,10:44:37,放到个人身上道理一样，一个人总是在抱怨，必定一事无成，一个人埋头苦干，终会开花结果
 , , , , , , , , , ,1634010997,星火扶摇,m,2020/05/11,10:40:27,甩锅就是无能的表现。
 , , , , , , , , , ,6619471535,阮峰123,m,2020/05/11,10:39:12,好熟悉的语法，这是外国公知
 , , , , , , , , , ,7349177634,驻梵蒂冈街道办主任,m,2020/05/11,10:38:43,都大流行了 也没有问责几个官员 
 , , , , , , , , , ,2080408291,赵娡韸,f,2020/05/11,10:36:33,心疼美国那些善良的人民，成了别人的牺牲品
 , , , , , , , , , ,2772781777,北国公主12,f,2020/05/11,10:33:30,一场疫情彻底暴露资本主义国家和社会主义国家的区别，西方政客不拿民众生命当回事，他们只会撒谎甩锅，他们只担心他们都股票
 , , , , , , , , , ,6204579751,zjq想一直p,m,2020/05/11,10:33:28,西方国家的傲慢终会付出代价
 , , , , , , , , , ,2110902665,兰亚章,m,2020/05/11,10:33:05,政客没有傻子，但不得不说一些对自己有利的假话。
 , , , , , , , , , ,1199593004,Carey-Yang,f,2020/05/11,10:31:03,西方人信奉“不自由 毋宁死”
 , , , , , , , , , ,2653721242,李摘黄瓜,f,2020/05/11,10:31:02,美国是真的体制有问题，人命如草芥
 , , , , , , , , , ,6116589588,天下无双68,m,2020/05/11,10:29:17,你了解这小玩意嘛？它年底还是以后几百年后失踪消失？有没有确定的答案？没答案又没有良药谁都不行把！//@小李杜白:美国的体制问题。
 , , , , , , , , , ,2056681960,由零開始-Xiao,m,2020/05/11,10:28:59,说得好
 , , , , , , , , , ,1458770205,刺猬君117,m,2020/05/11,10:28:55,此人不可留
 , , , , , , , , , ,6170012076,youndblood,f,2020/05/11,10:28:03,认真看完了，感受是外国理智的人是有的，可是外国政治新闻把人民当成聋子使，大多群众被蒙在鼓里。政客把矛盾转移中国掩饰自己的无能。
 , , , , , , , , , ,5115919526,秋荷听雨-,f,2020/05/11,10:27:06,爱人民才是值得爱的国家，比如中国
 , , , , , , , , , ,2466717752,KalAliceDianaLaraEl,m,2020/05/11,10:26:12,别说实话
 , , , , , , , , , ,2119333102,天秤座Dohko,m,2020/05/11,10:22:55,转发微博
 , , , , , , , , , ,5542266146,杨骏20499,m,2020/05/11,10:20:29,美帝不怕死很多人。反正绿卡一发，大家打破头争着去。
 , , , , , , , , , ,6520584891,不太聪明的禾尾,f,2020/05/11,10:20:20,自由诚可贵，生命价更高
 , , , , , , , , , ,7328327572,fanqimeng777,f,2020/05/11,10:20:05,每个人都看的挺透
 , , , , , , , , , ,5789880547,司马徽音,f,2020/05/11,10:19:59,社会体系不同，美国是经济第一位，人命排末
 , , , , , , , , , ,1811746327,东海种草人,m,2020/05/11,10:16:23,这种体制的优势啊
 , , , , , , , , , ,5403261670,我不知道了我,f,2020/05/11,10:16:15,好多事根本没有必要用武力解决争端
 , , , , , , , , , ,2847967692,卓戈卡丽熙,m,2020/05/11,10:14:31,中国🇨🇳🇨🇳
 , , , , , , , , , ,6183495776,bakeboom,f,2020/05/11,10:14:25,世界上没有了美国会清净很多
 , , , , , , , , , ,5293683808,冬天雨天晴天,m,2020/05/11,10:12:26,在美利坚，一切都是自由的，包括枪击和病毒
 , , , , , , , , , ,2704495965,春临华夏,m,2020/05/11,10:11:27,he chei
 , , , , , , , , , ,3966370683,围观内蒙古,m,2020/05/11,10:11:06,这才是理性的发言！
 , , , , , , , , , ,7347302853,东硕教育-国老师13134476116,f,2020/05/11,11:06:00,[加油][加油][加油]对
 , , , , , , , , , ,5814577809,cvdghy,m,2020/05/11,11:01:20,转发微博
 , , , , , , , , , ,5879413307,我woo199106,m,2020/05/11,10:56:56,美国民众清醒清醒吧、
 , , , , , , , , , ,6812243736,托尼托尼乔巴45135,m,2020/05/11,10:55:07,多一半无知的人民才能选出一个白痴的总桶，别以为美国人民是无辜的
 , , , , , , , , , ,6571823397,instkd,m,2020/05/11,10:43:28,美国病毒
 , , , , , , , , , ,1765456660,SepShaw,f,2020/05/11,10:36:11,连最基本的生存权都保障不了，美国政客还有啥脸面说其他的
 , , , , , , , , , ,7337368696,樱桃派Ivy,f,2020/05/11,10:26:27,我们也在向高度自律行进中
 , , , , , , , , , ,5661669159,风云变幻小小尘,m,2020/05/11,11:05:01,加拿大自己控制得好么？多少人口？感染多少人？死亡率多少？也不是没有控制住嘛！五十步笑百步。
 , , , , , , , , , ,6896444785,或许你会喜欢科比吧,m,2020/05/11,10:12:38,自由第一
 , , , , , , , , , ,7140551810,奔跑的大盘鸡-,m,2020/05/11,10:59:18,他为啥不戴口罩
 , , , , , , , , , ,2050702761,脑壳要补丁,m,2020/05/11,10:51:10,中外思维方式的差别
 , , , , , , , , , ,1408454784,mkm1408454784,m,2020/05/11,10:34:36,这人脑子不好使。
 , , , , , , , , , ,3783059921,数据终端,m,2020/05/11,10:27:44,这国怎我陷思定体问
 , , , , , , , , , ,6470138271,古月XH,m,2020/05/11,10:19:36,freedom
 , , , , , , , , , ,1731092043,乱选评论,m,2020/05/11,10:15:13,好莱坞大片可真的讽刺。我敢保证，真有外星人入侵，美国政府绝对是带路党！
 , , , , , , , , , ,3603408421,种花家小工匠,m,2020/05/11,10:12:37,转发微博
 , , , , , , , , , ,7444559092,汲予2020,m,2020/05/11,11:19:19,可惜这样明事理的人太少。
 , , , , , , , , , ,7436375976,蘑菇圆咕噜,f,2020/05/11,11:12:02,锅甩得倒是一级棒
https://m.weibo.cn/detail/4503341813853225,【反常！#纽约遭罕见暴风雪袭击#疫情双重威胁 民众生活陷入困境】5月10日，随着夏天日益临近，一场反常的暴风雪突然袭击美国纽约州。据报道，这场暴风雪源自于极地冷空气南下，气象局称部分地区5月降雪量甚至将超过2月。突如其来的暴风雪加上新冠病毒，让纽约民众纷纷感慨：真是困难的2020年。纽约遭罕见暴风雪袭击疫情双重威胁 民众生活陷入困境,2318910945,新浪新闻客户端,m,2020/05/11,10:23:38,13,20,51, , , , , , 
 , , , , , , , , , ,2698738951,美女尤物天天看,f,2020/05/11,10:28:51,可能是纽约民众冤情太多
 , , , , , , , , , ,6884000743,低调的板绿根,m,2020/05/11,10:31:15,可怜啊上天也不眷顾下纽约
 , , , , , , , , , ,2068192287,哎呦酱19ss,m,2020/05/11,10:39:12,暴风雪加新冠的纽约，真·全境封锁
 , , , , , , , , , ,6519566478,采茶换酒,f,2020/05/11,10:49:02,都是美国作的孽
 , , , , , , , , , ,5390006643,_康弘_,m,2020/05/11,10:25:37,。。纽约感觉纬度也不是特别高啊，确实反常，而我在家里已经短袖短裤空调了。
 , , , , , , , , , ,1683332960,中华龙会,m,2020/05/11,11:21:12,转发微博
 , , , , , , , , , ,2795150131,左飞雁,m,2020/05/11,11:08:53,中国陕西和东北也在下。只是谁能应负的了的问题！这种天气对谁都是一样，影响最大的是未来的农产品供应。
 , , , , , , , , , ,5904491338,准备好跟你走,m,2020/05/11,11:07:24,想起一部电影，后天
 , , , , , , , , , ,1625993121,属于我的那片星空,f,2020/05/11,11:03:56,连上天都看不过特朗普了？
 , , , , , , , , , ,2947448755,童年网创始人金土地,m,2020/05/11,11:01:38,的确是美国的新冠疫情死难者太冤了啊！
 , , , , , , , , , ,2680774985,奶盖尔打豆豆,m,2020/05/11,11:00:23,winter is coming
 , , , , , , , , , ,6496252206,sunshine071285,f,2020/05/11,10:51:12,冤死的太多
 , , , , , , , , , ,5756885669,喵喵胡辣汤,m,2020/05/11,10:43:56,下雪也挡不住我们复产复工的念头
 , , , , , , , , , ,6424309489,洁p姿势不对起来重睡,f,2020/05/11,10:29:01,死的人太多，冤啊
 , , , , , , , , , ,1857582450,灵儿288,f,2020/05/11,10:27:05,好可怕
 , , , , , , , , , ,2611019313,心洁2013,f,2020/05/11,10:24:51,后天来了吗？
 , , , , , , , , , ,7123326648,kimway,f,2020/05/11,10:47:08,哈哈哈哈 多行不义必自毙
https://m.weibo.cn/detail/4503341285384856,【#长春发布舒兰来返长人员管控公告#：一律隔离21天】#长春对舒兰来返长人员一律隔离21天#据@长春发布 ，5月10日，舒兰市风险等级调整为高风险。11日，长春市疫情防控工作领导小组发布公告称，对舒兰市来(返)长春人员，一律实行 “集中隔离14天+居家单独隔离7天”的隔离措施。各社区(村屯)，要在前期工作基础上于5月12日18时前完成辖区内舒兰市来(返)长春人员的摸底排查、登记工作。#关注新冠肺炎#,1784473157,中国新闻网,m,2020/05/11,10:21:33,30,43,88, , , , , , 
 , , , , , , , , , ,5850773036,女神,f,2020/05/11,10:24:23,长春加油啊！严格执行防控措施，早日清零🙏
 , , , , , , , , , ,6508492693,徐鲁,m,2020/05/11,10:44:07,摸底排查，严格防控希望全国都能早日清零
 , , , , , , , , , ,7274387129,眷眷流年d,f,2020/05/11,10:35:36,非常赞，一定严控
 , , , , , , , , , ,6256522550,漫游男友,m,2020/05/11,10:34:00,谨慎点好
 , , , , , , , , , ,2149349982,Arrun_皓月居士,m,2020/05/11,11:06:18,刚到单位，主任通知我们都赶紧回家，具体复工日期等通知。
 , , , , , , , , , ,6336425203,科比今天复活了吗,m,2020/05/11,10:21:57,现在中美两国都发现了宠物身上带有新冠病毒的案例 希望国内能够人道毁灭流浪猫流浪狗 个人观点，不喜勿喷
 , , , , , , , , , ,5936175668,schiggy,m,2020/05/11,11:17:17,加油💪
 , , , , , , , , , ,5880139240,全球超级搞笑视频,m,2020/05/11,10:42:43,
 , , , , , , , , , ,6227941017,素书斋主人,m,2020/05/11,10:34:20,每天打卡支持
 , , , , , , , , , ,6555914107,呀儿呦-,m,2020/05/11,10:36:26,我们一个大办公室老多舒兰回来得了，还在上班，能不能有人管管啊，不是要隔离么
 , , , , , , , , , ,1871761290,对面一枝花笑的乐哈哈,m,2020/05/11,11:08:07,希望尽快出来新冠检测仪器，一天的周期太长了。
 , , , , , , , , , ,5023266201,juelideyitian,f,2020/05/11,10:57:58,【#长春发布舒兰来返长人员管控公告#：一律隔离21天】多了七天
 , , , , , , , , , ,1803972554,可爱熊宝宝s的妈,f,2020/05/11,10:48:28,很科学，虽然对当地人员流动带来了麻烦，但是保障自己安全也是保障了自己朋友和家人安全，感谢！希望近期有舒兰外出的居民都能先自觉戴口罩和有可能的话去做一下检测。感谢！
 , , , , , , , , , ,3458158600,川藏上的兵,m,2020/05/11,10:47:12,加强防控措施。
 , , , , , , , , , ,1216375635,辰时赏雨,m,2020/05/11,10:40:06,"21天,合理.最好4周.现在某些,无症状感染,个案,有超长待机的."
 , , , , , , , , , ,6388105599,QQQjie102,f,2020/05/11,10:38:52,
 , , , , , , , , , ,6178050662,长春刘杨,f,2020/05/11,10:28:49,加强防护，大家一起抗击疫情！
 , , , , , , , , , ,2683776213,邛崃教育,m,2020/05/11,10:28:01,【#长春发布舒兰来返长人员管控公告#：一律隔离21天】
 , , , , , , , , , ,6514982315,无端锦瑟1987,f,2020/05/11,10:26:48,我的大长春挺住呀
 , , , , , , , , , ,6352373249,开微博只为孟鹤堂Tt,f,2020/05/11,10:24:29,长春人民瑟瑟发抖啊
 , , , , , , , , , ,5146287965,夹心小饼干_12138,f,2020/05/11,10:55:45,几个月的努力 一下回到了解放前
 , , , , , , , , , ,2960039841,晓风将军,m,2020/05/11,10:28:45,现在沈阳到长春需要隔离吗
 , , , , , , , , , ,7309820762,呃呃呃图甲ED,f,2020/05/11,10:31:03,注意安全啊大家
 , , , , , , , , , ,1249839531,梁三伯煮英台,m,2020/05/11,11:06:41,这个费用是自理吗？
 , , , , , , , , , ,6859764724,老夏201303,m,2020/05/11,10:31:44,省会必须要严控了。
https://m.weibo.cn/detail/4503341222637467,"新冠病毒摧毁了航空业。 美国的航空旅行与去年相比下降了95％，全球安排的航班数量下降了63％。 全球有超过16,000架商用飞机停飞。 这些飞机不仅可以闲置，还需要例行维护和存放的地方。 当突然有成千上万的飞机无处可去时，这成为后勤上的噩梦。 视频介绍了航空公司如何停放数千架飞机以及停飞的机队的前景。#新冠肺炎##新型冠状病毒感染肺炎##抗疫行动##海外抗疫日记##世界疫情##新冠肺炎世界疫情形势##国际疫情##海外疫情##全球疫情##美国疫情##美国抗疫##美国抗疫日记##航空那些事儿##美国400架飞机停满荒漠# 美国 环游Philbook的微博视频",1708001353,环游Philbook,m,2020/05/11,10:21:18,7,5,8, , , , , , 
https://m.weibo.cn/detail/4503248881256571,【儿童新冠川崎病蔓延 魁省即将开学 家长请三思】纽约州73例，蒙特利尔20例。家长要警惕：新冠川崎病正在悄悄蔓延... #加拿大疫情##海外抗疫日记##魁北克##纽约#  单蓓Brenda的微博视频 加拿大·Montreal ,1658625705,单蓓Brenda,f,2020/05/11,04:14:22,166,66,589, , , , , , 
 , , , , , , , , , ,2480023107,一身猫毛儿,m,2020/05/11,08:38:50,我小时候得过川崎病，胳膊都是橘子皮色的，差点挂了
 , , , , , , , , , ,7341239425,一毛46148,m,2020/05/11,08:05:09,只有我一个人注意衣服和身后的画在换么😃
 , , , , , , , , , ,2575069812,靈度可乐,m,2020/05/11,10:42:28,川崎病 一个你越去了解心越痛的病。恨不得拿自己的命去换孩子一生健康成长。
 , , , , , , , , , ,2087064840,stefanie8601,f,2020/05/11,10:34:59,这两种病遇到一起，想死的心都有了
 , , , , , , , , , ,2790442457,幸福的猫奴209,f,2020/05/11,08:29:59,家长决定不了开不开学，教育部决定的！ 全国学校都通知开学，能不让孩子去吗？
 , , , , , , , , , ,3932590852,wuli林小妖,f,2020/05/11,07:43:03,什么叫做新冠川崎病
 , , , , , , , , , ,5931180687,肚肚又饿辽,f,2020/05/11,09:53:21,✌️
 , , , , , , , , , ,5931180687,肚肚又饿辽,f,2020/05/11,09:53:17,👍
 , , , , , , , , , ,5436584516,对门张大爷,m,2020/05/11,08:31:58,我刚出生的时候得过 差点就交代了
 , , , , , , , , , ,6124242128,爱拍照的Jeffery,m,2020/05/11,09:24:57,天川崎病就够可怕了。怎么还出现一个新冠川崎
 , , , , , , , , , ,3958777983,黑皮卜贝,m,2020/05/11,08:30:16,病毒又变异了
 , , , , , , , , , ,1907733503,一蓑烟雨任平生jw,m,2020/05/11,11:15:44,博主的名字是叫shanbei（扇贝）么？
 , , , , , , , , , ,6446608879,天然呆的死神的代言人,m,2020/05/11,11:06:30,太可怕了
 , , , , , , , , , ,1003620045,裤腰三尺三,m,2020/05/11,10:44:48,加油
 , , , , , , , , , ,1728369971,嬛嬛我是果果啊,m,2020/05/11,10:16:42,需要注射免疫球蛋白增强免疫力
 , , , , , , , , , ,6059911212,罗二公子,m,2020/05/11,09:17:41,呵呵
 , , , , , , , , , ,1931681255,田田田小田,f,2020/05/11,09:12:00,川崎不都发生在幼儿身上嘛，这个新冠川崎有点恐怖
 , , , , , , , , , ,5470314594,MsSue51803,m,2020/05/11,08:46:44,川崎后遗症很麻烦的
 , , , , , , , , , ,5677867341,WinX虎牙尘心,m,2020/05/11,08:36:22,这
 , , , , , , , , , ,2969179583,爱屋及楼,m,2020/05/11,07:49:55,美国人能听懂吗
 , , , , , , , , , ,2415258947,孑孓妈妈,f,2020/05/11,10:43:08,川崎病我知道，新冠川崎就真的是没听过。
 , , , , , , , , , ,2534734614,武六七小家伙,f,2020/05/11,09:06:44,。。。
 , , , , , , , , , ,7418175648,冰镇刁丝,m,2020/05/11,09:05:51,再这样下去，觉得因口罩而亡的人数会比因病的高
 , , , , , , , , , ,6609460072,尺千流33542,m,2020/05/11,08:37:30,天天在国内发有啥用？加拿大的东西去发给你加拿大的同胞知道才对！！！
 , , , , , , , , , ,3184331402,指尖跑马,m,2020/05/11,08:03:01,中国没有
 , , , , , , , , , ,7338454485,欣欣向荣荣告白201911,m,2020/05/11,07:58:17,？？？？？
 , , , , , , , , , ,5587174689,甜蜜哥特,m,2020/05/11,10:02:17,
 , , , , , , , , , ,1722410692,hi岁月如歌,m,2020/05/11,08:09:58,第一次听
 , , , , , , , , , ,2480023107,一身猫毛儿,m,2020/05/11,08:38:50,我小时候得过川崎病，胳膊都是橘子皮色的，差点挂了
 , , , , , , , , , ,7341239425,一毛46148,m,2020/05/11,08:05:09,只有我一个人注意衣服和身后的画在换么😃
 , , , , , , , , , ,2575069812,靈度可乐,m,2020/05/11,10:42:28,川崎病 一个你越去了解心越痛的病。恨不得拿自己的命去换孩子一生健康成长。
 , , , , , , , , , ,2087064840,stefanie8601,f,2020/05/11,10:34:59,这两种病遇到一起，想死的心都有了
 , , , , , , , , , ,2790442457,幸福的猫奴209,f,2020/05/11,08:29:59,家长决定不了开不开学，教育部决定的！ 全国学校都通知开学，能不让孩子去吗？
 , , , , , , , , , ,3932590852,wuli林小妖,f,2020/05/11,07:43:03,什么叫做新冠川崎病
 , , , , , , , , , ,5931180687,肚肚又饿辽,f,2020/05/11,09:53:21,✌️
 , , , , , , , , , ,5931180687,肚肚又饿辽,f,2020/05/11,09:53:17,👍
 , , , , , , , , , ,5436584516,对门张大爷,m,2020/05/11,08:31:58,我刚出生的时候得过 差点就交代了
 , , , , , , , , , ,6124242128,爱拍照的Jeffery,m,2020/05/11,09:24:57,天川崎病就够可怕了。怎么还出现一个新冠川崎
 , , , , , , , , , ,3958777983,黑皮卜贝,m,2020/05/11,08:30:16,病毒又变异了
 , , , , , , , , , ,1907733503,一蓑烟雨任平生jw,m,2020/05/11,11:15:44,博主的名字是叫shanbei（扇贝）么？
 , , , , , , , , , ,6446608879,天然呆的死神的代言人,m,2020/05/11,11:06:30,太可怕了
 , , , , , , , , , ,1003620045,裤腰三尺三,m,2020/05/11,10:44:48,加油
 , , , , , , , , , ,1728369971,嬛嬛我是果果啊,m,2020/05/11,10:16:42,需要注射免疫球蛋白增强免疫力
 , , , , , , , , , ,6059911212,罗二公子,m,2020/05/11,09:17:41,呵呵
 , , , , , , , , , ,1931681255,田田田小田,f,2020/05/11,09:12:00,川崎不都发生在幼儿身上嘛，这个新冠川崎有点恐怖
 , , , , , , , , , ,5470314594,MsSue51803,m,2020/05/11,08:46:44,川崎后遗症很麻烦的
 , , , , , , , , , ,5677867341,WinX虎牙尘心,m,2020/05/11,08:36:22,这
 , , , , , , , , , ,2969179583,爱屋及楼,m,2020/05/11,07:49:55,美国人能听懂吗
https://m.weibo.cn/detail/4503334566169197,东京新宿的拘留所内4月发生多次多人感染新冠病毒。曾暂时封闭使用。日本日辩连呼吁尽量回避拘留，已拘留的早点儿释放。尽量在嫌疑人家中审理。等等避免病毒传播。呃～，这拘留所的大白笼子第一次见！#海外抗疫日记##日本疫情##日本# 日本·大阪 ,5390626947,西日本,f,2020/05/11,09:54:51,40,5,18, , , , , , 
https://m.weibo.cn/detail/4503320775548643,#国际疫情# 【纽约违反社交距离者多属非裔及西裔】美国纽约市警察局8号，发布第二轮针对社交距离执法方面的数据，显示自新冠疫情爆发以来，因为违反社交距离规定而被处罚的市民，绝大部分是非裔及西班牙裔男性，当局将进一步加强执法。市长白思豪称纽约将进一步加强执法力度。将在曼哈顿西侧哈德逊公园45、46号码头实施人流限制，同时增加布鲁克林多米诺公园警力，以监测人流和社交距离规定的执行情况。他表示，为保护市民安全动用警力强制执行社交距离法规本身是件令人难过的事情，市政府将采取措施确保各个小区在执法过程中得到公平对待。#全球疫情# #美国疫情#（凤凰卫视陈卿玮、江广富 纽约报道）,1643971635,凤凰卫视,m,2020/05/11,09:00:03,23,14,56, , , , , , 
https://m.weibo.cn/detail/4503339864512552,#新加坡疫情##全球疫情# 5月10日新增3例公民和永久居民病例的详细情况：-2例新加坡公民，1例永久居民-1例输入性病例，2例与之前确诊病例或传染群有关联的社区病例-2例没有出现症状，1例出现症状第22872例：61岁新加坡籍男子，输入性病例。他从卡塔尔返回新加坡后就接获居家通知在指定地点隔离，5月7日出现症状，5月9日确诊。第22966例：49岁新加坡永久居民男子，是第741例的接触者，与慕斯达法购物中心传染群有关。他没有出现症状，5月9日出炉的血清学检测结果显示感染。第23146例：63岁新加坡籍男子，Acacia Home收容所住户，与该传染群有关。他没有出现症状，5月9日确诊。 新加坡,5948368544,PortiaJX,f,2020/05/11,10:15:53,9,4,20, , , , , , 
https://m.weibo.cn/detail/4503150448408278,下午市政府人员挨家挨户送的口罩，一家两个，如果家里成员不够，需要多的还可以去市政府登记。布制的口罩，可以洗十次。#法国疫情##全球疫情##海外抗疫日记# ,1285168042,漆园隐吏在巴黎,m,2020/05/10,21:43:14,67,58,243, , , , , , 
 , , , , , , , , , ,6316344470,吕行126,m,2020/05/10,22:15:40,是独立包装的吗
 , , , , , , , , , ,2939687573,消失在阳光里的浮尘,f,2020/05/10,22:17:05,有用？
 , , , , , , , , , ,5875963807,刘凯的橄榄球世界,m,2020/05/11,08:07:43,国内当时宣传的是一般的口罩沾水就会失效，不太懂
 , , , , , , , , , ,3798431800,李嵩0905-武汉,m,2020/05/10,22:37:13,事实已经证明而且会有更多的事实证明，新冠病毒起源于美国，之所以没有发现或者说公布，是美国政府的刻意隐瞒。为什么我们先发现和公布，得益于非典之后国家建立的传染病直报系统，得益于医生对传染病的警觉和直觉，得益于全社会对传染病的重视和担忧。
 , , , , , , , , , ,2953457022,大C游走在法国,f,2020/05/10,21:51:11,这比我们这送的抹布口罩好多看多了
 , , , , , , , , , ,6207097111,派大星觉得你就是个傻子,m,2020/05/11,01:01:26,我们政府送消费券 你们有吗？
 , , , , , , , , , ,2684525712,小樱桃和树,m,2020/05/11,01:10:03,为啥我这儿没有😭
 , , , , , , , , , ,2535616631,习惯不习惯的习惯了就会习惯,m,2020/05/11,06:28:57,
 , , , , , , , , , ,2244955000,losingmygrip,m,2020/05/11,06:13:53,14区毫无动静
 , , , , , , , , , ,7345536778,cestmoi2609,f,2020/05/11,00:11:59,还是要保持距离……
 , , , , , , , , , ,1891181574,王家的世界,f,2020/05/10,23:14:51,Pareil ici
 , , , , , , , , , ,2668330395,浦江文明生活,m,2020/05/11,08:41:41,口罩😷
 , , , , , , , , , ,6574737742,高嘛高是草包,f,2020/05/11,08:42:41,这个可以有
 , , , , , , , , , ,7239631172,听GG的话不_,m,2020/05/11,10:55:28,这口罩真好，都能谁洗了
 , , , , , , , , , ,5970313620,小乌龟爱吃肉666,m,2020/05/11,10:40:30,你这挡不住病毒
 , , , , , , , , , ,5712047720,我要回天上去了,f,2020/05/11,10:17:29,福利很好，我们还没有
 , , , , , , , , , ,1410722371,QQ嘛嘛,f,2020/05/11,10:04:58,至少比没有强
 , , , , , , , , , ,2382530581,心辰心唔,f,2020/05/11,10:04:01,
 , , , , , , , , , ,1999147697,Den-WJ,m,2020/05/11,09:48:44,看缝线，缝纫机做的
 , , , , , , , , , ,7210592139,蟹老板68995,m,2020/05/11,09:47:02,额，
 , , , , , , , , , ,2396360644,赵大宝宝-Annabelle,f,2020/05/11,08:45:05,应该接一下水，看看漏不漏水。主要是为了防止飞沫
 , , , , , , , , , ,5631634603,BlueTomLonely,m,2020/05/11,07:34:38,纯布
 , , , , , , , , , ,5669438057,星辰风凡,m,2020/05/11,06:57:05,这个有用？有用？
 , , , , , , , , , ,5669438057,星辰风凡,m,2020/05/11,06:56:28,这个有用？
 , , , , , , , , , ,1737354575,Shine辉-,m,2020/05/11,05:53:57,这是纯手工制作的吧！
 , , , , , , , , , ,2345518967,-娟支-,f,2020/05/11,01:57:12,不是不带。？
 , , , , , , , , , ,6076334658,扎小人啊,f,2020/05/11,01:20:58,聊胜于无☳☳☳☳
 , , , , , , , , , ,2085352907,很想安静会儿,m,2020/05/10,22:05:26,复工了么
 , , , , , , , , , ,6701887119,风土人情练达,m,2020/05/10,22:35:27,这跟国内买的一样。
 , , , , , , , , , ,7340231788,金鱼眼里的兴奋,m,2020/05/10,22:36:32,我们也应该生产这种布制的口罩，既可以解决环保问题，还可以让原材料得到最大化的使用。
 , , , , , , , , , ,6533618695,菩萨叶11,m,2020/05/11,09:32:02,役情期间一个口罩也没从政府那得到过的人经过。倒是满朋友圈的口罩卖家
 , , , , , , , , , ,7412695618,王红民668,m,2020/05/11,08:59:12,法国政府才是人民的好政府
 , , , , , , , , , ,6161285373,Jerry·Z,m,2020/05/11,08:31:46,布质的如果双方都带着口罩保持一定的距离应该是有用的，如果有一方没有带离着还挺近的就没什么用了
 , , , , , , , , , ,6455776639,MelsonWong,m,2020/05/11,08:29:03,一次用2天，洗十次，可以用20天
 , , , , , , , , , ,7199908405,猪猪侠85148,m,2020/05/11,01:55:25,想到好办法就好
 , , , , , , , , , ,3750309261,雨后新荷VP,f,2020/05/11,08:50:22,什么地方的政府这么好？还能挨家送口罩，太难得了
https://m.weibo.cn/detail/4503324722120670,【#武汉新增5例确诊来自同一小区#】据武汉市卫健委，5月10日0-24时，#武汉新增无症状转确诊5例# 。病例1，王某某，女， 81岁，系5月9日我市通报的确诊病例高某某的妻子，现住址为东西湖区长青街三民小区。5月7日患者的丈夫高某某核酸检测阳性，患者当日作为其密切接触者被安排隔离并做核酸检测，检测结果为阳性，报告为无症状感染者。5月10日确认为确诊病例。病例2，张某某，男，76岁，现住址为东西湖区长青街三民小区。5月5日患者因身体不适，由社区工作人员陪同到东西湖区人民医院就诊，5月6日核酸检测结果为阳性，报告为无症状感染者。5月10日确认为确诊病例。病例3，袁某某，女，72岁，系病例2张某某的妻子，现住址为东西湖区长青街三民小区。5月6日患者的丈夫张某某核酸检测阳性，患者当日作为其密切接触者被安排隔离。5月7日核酸检测结果为阳性，报告为无症状感染者。5月10日确认为确诊病例。病例4，李某某，女，46岁，现住址为东西湖区长青街三民小区。5月7日作为该小区重点人群被安排隔离观察，并做核酸检测，检测结果为阳性，报告为无症状感染者。5月10日确认为确诊病例。病例5，陈某某，女，29岁，现住址为东西湖区长青街三民小区。5月2日患者出现头晕乏力等症状，5月4日到东西湖区人民医院就诊。5月5日核酸检测结果为阳性，报告为无症状感染者，当日由社区安排隔离观察。5月10日确认为确诊病例。网页链接,2803301701,人民日报,m,2020/05/11,09:15:44,799,2020,15508, , , , , , 
 , , , , , , , , , ,3521930833,黄四真,m,2020/05/11,09:20:39,人家配合检测，配合隔离，有身体不适及时规范就诊，毒王你🐴呢，张口就来？yxh赶紧滚出去
 , , , , , , , , , ,5981005397,两弹元勋林黛玉,m,2020/05/11,09:16:13,这个小区的居民将会度过几个不眠夜了
 , , , , , , , , , ,2804073840,这个昵称我可以用1年,m,2020/05/11,09:35:00,都身体不适了，还往无症状里面塞！最怕防疫到后期，各地为了政绩和脸面，瞒报或者都往无症状里面塞，误导大家，以为特别安全，就疏于防范了
 , , , , , , , , , ,3276722231,儿科陈医生,m,2020/05/11,09:17:05,无症状感染者开始没有症状，仅核酸阳性，之后出现症状，这类属于潜伏期。过了潜伏期也没症状，就属于携带者，这才是真正的无症状感染者。有症状的感染者可以隔离，无症状感染者因难发现，就有不断传染给健康人的风险。
